Date,Open,High,Low,Close,Volume,Tomorrow,Target,Close_Ratio_3,Trend_3,Close_Ratio_5,Trend_5,Close_Ratio_62,Trend_62,Close_Ratio_250,Trend_250,Close_Ratio_1000,Trend_1000
2003-12-26 00:00:00-05:00,0.16792862565386343,0.17480783349270185,0.16724070076965641,0.17381447553634644,363960000,0.18115225434303284,1,1.0258640697734038,2.0,1.0462872335934883,4.0,1.1837685617416212,36.0,1.2915993878604202,134.0,0.8095140210497432,483.0
2003-12-29 00:00:00-05:00,0.17710086252313167,0.18176403610286887,0.1762606791416022,0.18115225434303284,756624000,0.1815347671508789,1,1.041910222707275,2.0,1.064689856753674,4.0,1.2257869708911984,36.0,1.3424079660516137,135.0,0.8433190506213629,484.0
2003-12-30 00:00:00-05:00,0.17924170245050186,0.18497436420144445,0.17908852804656603,0.1815347671508789,550884000,0.17733021080493927,0,1.0151030415893165,3.0,1.0421247910740559,4.0,1.2205858709437587,36.0,1.341764757788518,135.0,0.8447169985984313,485.0
2003-12-31 00:00:00-05:00,0.1814577329806788,0.1822988323123548,0.17442626612427814,0.17733021080493927,497268000,0.17641298472881317,0,0.9851364004628815,2.0,1.0070298814089895,3.0,1.185583854108808,35.0,1.3074703283283264,135.0,0.8247738611072417,485.0
2004-01-02 00:00:00-05:00,0.1801589445350879,0.18260426808341346,0.17641298472881317,0.17641298472881317,436416000,0.18214565515518188,1,0.9887179952862176,1.0,0.9908117745735883,3.0,1.1733586087660155,34.0,1.2978491659765803,134.0,0.8201400879643296,484.0
2004-01-05 00:00:00-05:00,0.17908853610743855,0.18336923263182703,0.17748338254427956,0.18214565515518188,575292000,0.18956051766872406,1,1.019683400322755,1.0,1.013524070664776,3.0,1.2043969541489967,35.0,1.336848358893871,135.0,0.8463996254625771,484.0
2004-01-06 00:00:00-05:00,0.18161090644611946,0.19208288624396042,0.18076980711883256,0.18956051766872406,1093344000,0.1912418156862259,1,1.03751446226631,2.0,1.0450045940574213,3.0,1.2453048111632525,35.0,1.3872691154508499,136.0,0.8804041412847509,485.0
2004-01-07 00:00:00-05:00,0.18741973971059092,0.1921590444882259,0.18612093476091718,0.1912418156862259,673032000,0.19192975759506226,1,1.019144679026332,3.0,1.0431092772300004,3.0,1.2474491155275285,36.0,1.3955577570695064,136.0,0.8877429368503031,486.0
2004-01-08 00:00:00-05:00,0.19361102724389112,0.19452825612661004,0.1900952998296244,0.19192975759506226,433752000,0.19468139111995697,1,1.0053378916311526,3.0,1.0304502731557397,4.0,1.2432682980828182,36.0,1.3966081318877925,136.0,0.8904757363535268,486.0
2004-01-09 00:00:00-05:00,0.19063001182530626,0.19705059903534916,0.18910190326728826,0.19468139111995697,766584000,0.19689832627773285,1,1.0107141597258067,3.0,1.0251146215540856,5.0,1.2523516000937538,36.0,1.412482783411694,137.0,0.9027784306390102,486.0
2004-01-12 00:00:00-05:00,0.1953693020901312,0.1975091924275006,0.19353484482764569,0.19689832627773285,541980000,0.18673175573349,0,1.0123142881964955,3.0,1.0209266576083302,5.0,1.257774918918046,36.0,1.4243336202630754,137.0,0.9125960425638409,486.0
2004-01-13 00:00:00-05:00,0.19590401352194933,0.19781551560961144,0.1846679949975382,0.18673175573349,865800000,0.18535591661930084,0,0.968673964165673,2.0,0.9710610937459196,4.0,1.1860875278759602,35.0,1.3470808726908094,137.0,0.8650743666860001,486.0
2004-01-14 00:00:00-05:00,0.18764898102708202,0.19032452352648366,0.18359850468753086,0.18535591661930084,544872000,0.18566228449344635,1,0.9772960164156698,1.0,0.9698433965305483,3.0,1.1706929252464802,35.0,1.3333090512007135,137.0,0.8583072934157592,486.0
2004-01-15 00:00:00-05:00,0.18398008597269785,0.18719037920749146,0.1806936634072313,0.18566228449344635,609204000,0.1884901374578476,1,0.9986318181534014,1.0,0.9778599022584702,3.0,1.1661897815833524,35.0,1.3315476956151795,138.0,0.8593274407133608,487.0
2004-01-16 00:00:00-05:00,0.1875729086825636,0.19009527756378505,0.18581458047796004,0.1884901374578476,451728000,0.19376415014266968,1,1.0106559159032011,2.0,0.999270803439271,3.0,1.1766627832576613,36.0,1.3476384726308035,139.0,0.8719849647943196,488.0
